train/DPP_00370-10.JPG,203,629,271,674,Zebra
train/DPP_00370-16.JPG,257,90,293,151,Zebra
train/DPP_00370-16.JPG,333,1,385,49,Zebra
train/DPP_00370-16.JPG,384,75,430,108,Zebra
train/DPP_00370-16.JPG,440,49,489,92,Zebra
train/DPP_00370-16.JPG,559,58,627,108,Zebra
train/DPP_00370-17.JPG,203,151,271,196,Zebra
train/DPP_00370-17.JPG,437,198,510,252,Zebra
train/DPP_00370-9.JPG,163,456,212,519,Zebra
train/DPP_00370-9.JPG,203,476,244,510,Zebra
train/DPP_00370-9.JPG,257,577,293,638,Zebra
train/DPP_00370-9.JPG,333,488,385,536,Zebra
train/DPP_00370-9.JPG,384,562,430,595,Zebra
train/DPP_00370-9.JPG,440,536,489,579,Zebra
train/DPP_00370-9.JPG,559,545,627,595,Zebra
train/DPP_00372-30.JPG,363,274,405,357,Zebra
train/DPP_00372-30.JPG,230,421,276,487,Zebra
train/DPP_00372-30.JPG,223,457,252,509,Zebra
train/DPP_00372-30.JPG,362,542,426,603,Zebra
train/DPP_00372-37.JPG,362,32,426,93,Zebra
train/DPP_00381-10.JPG,52,456,89,514,Zebra
train/DPP_00381-9.JPG,296,396,341,432,Zebra
train/DPP_00381-9.JPG,379,421,419,461,Zebra
train/DPP_00381-9.JPG,434,421,465,476,Zebra
train/DPP_00381-9.JPG,681,456,718,514,Zebra
train/DPP_00383-29.JPG,456,263,532,366,Elephant
train/DPP_00383-30.JPG,443,215,530,285,Elephant
train/DPP_00383-30.JPG,610,164,715,257,Elephant
train/DPP_00396-28.JPG,520,492,554,563,Zebra
train/DPP_00396-35.JPG,314,167,386,226,Zebra
train/DPP_00396-35.JPG,520,14,554,85,Zebra
train/DPP_00398-1.JPG,642,334,722,438,Elephant
train/DPP_00398-1.JPG,349,173,446,259,Elephant
train/DPP_00398-16.JPG,148,367,248,481,Elephant
train/DPP_00398-2.JPG,13,334,93,438,Elephant
train/DPP_00398-7.JPG,644,199,798,298,Elephant
train/DPP_00398-8.JPG,15,199,169,298,Elephant
train/DPP_00401-2.JPG,186,362,226,446,Elephant
train/DPP_00401-37.JPG,682,241,771,371,Elephant
train/DPP_00401-38.JPG,571,228,645,368,Elephant
train/DPP_00401-38.JPG,53,241,142,371,Elephant
train/DPP_00402-15.JPG,528,217,561,283,Elephant
train/DPP_00402-15.JPG,418,149,451,221,Elephant
train/DPP_00402-15.JPG,581,119,622,195,Elephant
train/DPP_00402-15.JPG,529,59,564,114,Elephant
train/DPP_00402-15.JPG,550,10,609,83,Elephant
train/DPP_00402-21.JPG,496,279,540,387,Elephant
train/DPP_00402-8.JPG,581,597,622,673,Elephant
train/DPP_00402-8.JPG,529,537,564,592,Elephant
train/DPP_00402-8.JPG,550,488,609,561,Elephant
train/DPP_00403-23.JPG,152,162,258,240,Elephant
train/DPP_00403-23.JPG,393,239,454,356,Elephant
train/DPP_00403-23.JPG,284,296,335,384,Elephant
train/DPP_00403-23.JPG,214,276,262,388,Elephant
train/DPP_00405-10.JPG,162,395,232,457,Zebra
train/DPP_00405-18.JPG,755,462,791,550,Zebra
train/DPP_00405-19.JPG,126,462,162,550,Zebra
train/DPP_00405-25.JPG,379,436,410,526,Zebra
train/DPP_00405-27.JPG,350,159,426,244,Zebra
train/DPP_00405-28.JPG,589,353,657,421,Zebra
train/DPP_00405-32.JPG,379,31,410,121,Zebra
train/DPP_00417-10.JPG,290,462,345,548,Elephant
train/DPP_00417-10.JPG,801,260,825,292,Elephant
train/DPP_00417-10.JPG,775,211,804,266,Elephant
train/DPP_00417-10.JPG,721,204,744,244,Elephant
train/DPP_00417-10.JPG,573,170,627,237,Elephant
train/DPP_00417-10.JPG,512,196,536,254,Elephant
train/DPP_00417-10.JPG,377,190,423,261,Elephant
train/DPP_00417-10.JPG,408,168,436,213,Elephant
train/DPP_00417-10.JPG,394,128,467,189,Elephant
train/DPP_00417-10.JPG,371,125,402,157,Elephant
train/DPP_00417-10.JPG,362,115,386,143,Elephant
train/DPP_00417-10.JPG,327,31,393,83,Elephant
train/DPP_00417-11.JPG,384,374,417,432,Elephant
train/DPP_00417-11.JPG,377,297,462,362,Elephant
train/DPP_00417-11.JPG,232,310,291,367,Elephant
train/DPP_00417-11.JPG,220,240,252,314,Elephant
train/DPP_00417-11.JPG,241,242,279,272,Elephant
train/DPP_00417-11.JPG,172,260,196,292,Elephant
train/DPP_00417-11.JPG,146,211,175,266,Elephant
train/DPP_00417-11.JPG,92,204,115,244,Elephant
train/DPP_00417-13.JPG,349,556,420,627,Elephant
train/DPP_00417-13.JPG,458,590,510,643,Elephant
train/DPP_00417-16.JPG,563,305,627,392,Elephant
train/DPP_00417-19.JPG,732,459,828,524,Elephant
train/DPP_00417-20.JPG,349,78,420,149,Elephant
train/DPP_00417-20.JPG,458,112,510,165,Elephant
train/DPP_00417-20.JPG,103,459,199,524,Elephant
train/DPP_00417-3.JPG,394,606,467,667,Elephant
train/DPP_00417-3.JPG,371,603,402,635,Elephant
train/DPP_00417-3.JPG,362,593,386,621,Elephant
train/DPP_00417-3.JPG,327,509,393,561,Elephant
train/DPP_00419-17.JPG,298,322,346,363,Zebra
train/DPP_00419-17.JPG,277,305,332,357,Zebra
train/DPP_00420-14.JPG,688,358,722,435,Zebra
train/DPP_00420-15.JPG,59,358,93,435,Zebra
train/DPP_00420-29.JPG,719,282,747,365,Zebra
train/DPP_00420-29.JPG,746,205,781,296,Zebra
train/DPP_00420-29.JPG,749,171,787,236,Zebra
train/DPP_00420-29.JPG,723,144,753,245,Zebra
train/DPP_00420-29.JPG,696,131,730,201,Zebra
train/DPP_00420-30.JPG,246,406,281,510,Zebra
train/DPP_00420-30.JPG,90,282,118,365,Zebra
train/DPP_00420-30.JPG,117,205,152,296,Zebra
